,areas_within,replies,views,total_score,address,polygon
118,KAMPUNG BOHOL,261,44447,135.0,3,"POLYGON ((101.649282 3.057847, 101.649273 3.057847, 101.649247 3.058304, 101.649224 3.05885, 101.64934 3.059114, 101.649758 3.060046, 101.649942 3.060457, 101.652642 3.062408, 101.656253 3.065019, 101.656253 3.065019, 101.658403 3.065349, 101.661298 3.066203, 101.66152 3.06605, 101.660176 3.064013, 101.660205 3.062767, 101.660146 3.062177, 101.65929 3.06085, 101.659882 3.059132, 101.659887 3.059119, 101.659792 3.059071, 101.658512 3.058431, 101.658105 3.058249, 101.657337 3.057898, 101.656976 3.058091, 101.656112 3.058552, 101.65375 3.057108, 101.65375 3.057108, 101.652723 3.058905, 101.652723 3.058905, 101.652138 3.058591, 101.651297 3.05814, 101.650564 3.057801, 101.649629 3.057835, 101.649282 3.057847))"
119,KAMPUNG CHERAS BATU 4,516,57704,81.0,1,"POLYGON ((101.730241 3.109777, 101.730093 3.110074, 101.728986 3.112295, 101.728687 3.113481, 101.731379 3.114569, 101.731171 3.115191, 101.732637 3.115814, 101.732972 3.117313, 101.734554 3.118189, 101.735928 3.116529, 101.735939 3.116148, 101.737761 3.115092, 101.737761 3.115092, 101.737613 3.114719, 101.737313 3.114039, 101.737048 3.114235, 101.736563 3.113324, 101.735223 3.112148, 101.732833 3.110799, 101.730241 3.109777))"
120,KAMPUNG DENGKIL,8,1186,35.0,2,"POLYGON ((101.665284 2.824508, 101.663777 2.826919, 101.66355 2.829885, 101.662242 2.833573, 101.6601 2.837143, 101.652015 2.837311, 101.651668 2.837531, 101.647553 2.840137, 101.642531 2.848805, 101.63352 2.867209, 101.625352 2.883709, 101.623546 2.886321, 101.620355 2.892884, 101.620547 2.892885, 101.661273 2.893069, 101.661286 2.89303, 101.662494 2.88962, 101.662494 2.88962, 101.664107 2.88803, 101.664107 2.88803, 101.663384 2.886524, 101.663348 2.885648, 101.664905 2.883442, 101.665841 2.879991, 101.665841 2.879967, 101.665852 2.877452, 101.668414 2.873836, 101.670674 2.87037, 101.675996 2.862414, 101.681824 2.85485, 101.678509 2.851837, 101.678213 2.84838, 101.678057 2.846563, 101.678811 2.84144, 101.679413 2.838878, 101.675948 2.833152, 101.673538 2.833504, 101.670975 2.82818, 101.665284 2.824508))"
121,KAMPUNG HAJI ABDULLAH HUKOM,2240,266345,66.66666666666667,6,"POLYGON ((101.67922 3.114813, 101.675559 3.115137, 101.674607 3.11537, 101.672456 3.115449, 101.672346 3.116399, 101.672374 3.116977, 101.672553 3.117651, 101.672718 3.118491, 101.673118 3.119193, 101.673614 3.120032, 101.674841 3.121588, 101.676654 3.123487, 101.677688 3.124802, 101.678281 3.125461, 101.678101 3.123332, 101.678223 3.121794, 101.678228 3.121736, 101.679224 3.118097, 101.679663 3.116493, 101.67922 3.114813))"
122,KAMPUNG IDAMAN,1,195,10.0,1,"POLYGON ((101.399539 2.995365, 101.397683 2.999982, 101.400386 3.001515, 101.402632 3.002789, 101.403099 3.003325, 101.404916 3.005407, 101.410722 2.999363, 101.410197 2.998861, 101.410375 2.996727, 101.410436 2.995032, 101.41445 2.996422, 101.415372 2.997434, 101.415809 2.998348, 101.419214 2.999893, 101.419577 2.996369, 101.427096 2.996702, 101.426953 2.989849, 101.419387 2.989563, 101.419214 2.988318, 101.415818 2.984329, 101.410678 2.98923, 101.408774 2.989611, 101.40668 2.98923, 101.40384 2.987337, 101.404873 2.992299, 101.403772 2.993234, 101.40282 2.993888, 101.402731 2.997398, 101.399539 2.995365))"
123,KAMPUNG KEBUN BUNGA,3273,371047,84.0,4,"POLYGON ((101.547109 3.040001, 101.545625 3.046508, 101.54724 3.046874, 101.548566 3.048113, 101.550036 3.049842, 101.550007 3.051081, 101.549863 3.052061, 101.549258 3.053963, 101.549229 3.055346, 101.549661 3.056153, 101.550208 3.0567, 101.550756 3.05719, 101.551476 3.05794, 101.552802 3.058919, 101.553205 3.06036, 101.553263 3.062204, 101.55309 3.062637, 101.552543 3.065086, 101.552053 3.067132, 101.551649 3.068515, 101.551851 3.06961, 101.552139 3.070417, 101.553033 3.071109, 101.554041 3.071685, 101.553724 3.07255, 101.555377 3.07382, 101.557479 3.074939, 101.557849 3.073926, 101.557157 3.073321, 101.556509 3.071851, 101.556487 3.070706, 101.556206 3.069647, 101.556573 3.068091, 101.556206 3.067313, 101.556184 3.064827, 101.556422 3.063855, 101.556811 3.062018, 101.557352 3.061283, 101.557827 3.060375, 101.557784 3.059316, 101.556876 3.057955, 101.556573 3.056766, 101.556012 3.055815, 101.555493 3.05508, 101.555234 3.050109, 101.554931 3.049569, 101.553526 3.047905, 101.551214 3.045333, 101.549052 3.042523, 101.548361 3.040535, 101.547109 3.040001))"
124,KAMPUNG KENANGA,3,638,4.0,1,"POLYGON ((101.577339 3.315712, 101.577016 3.316015, 101.574981 3.319012, 101.574526 3.319879, 101.577679 3.322016, 101.578542 3.322601, 101.579513 3.323743, 101.580351 3.324128, 101.582244 3.32512, 101.584047 3.326742, 101.586211 3.326742, 101.587382 3.326923, 101.588374 3.327734, 101.589816 3.328635, 101.590952 3.329635, 101.59087 3.327901, 101.590992 3.327682, 101.590282 3.325835, 101.588074 3.321368, 101.586611 3.317711, 101.58947 3.31565, 101.588473 3.313921, 101.587542 3.311926, 101.585564 3.314701, 101.580282 3.319055, 101.577339 3.315712))"
125,KAMPUNG KOVIL UTARA,2699,170749,120.0,1,"POLYGON ((101.690144 3.174426, 101.686654 3.177404, 101.688312 3.180601, 101.689299 3.181155, 101.692329 3.181419, 101.692699 3.178437, 101.690761 3.178367, 101.691272 3.175974, 101.691113 3.175305, 101.690144 3.174426))"
126,KAMPUNG LOKE YEW,29,5126,36.0,1,"POLYGON ((101.703494 3.136181, 101.703732 3.135903, 101.704621 3.136007, 101.706538 3.134116, 101.708258 3.132075, 101.710521 3.129908, 101.711606 3.128986, 101.712045 3.12879, 101.712299 3.128801, 101.711976 3.128346, 101.710868 3.126682, 101.710486 3.126951, 101.711029 3.127862, 101.708316 3.128461, 101.708858 3.129049, 101.708466 3.129118, 101.707681 3.128553, 101.707496 3.13019, 101.701955 3.130762, 101.701822 3.131528, 101.70132 3.13284, 101.703475 3.136128, 101.703494 3.136181))"
127,KAMPUNG MALAYSIA,1,4979,10.0,1,"POLYGON ((101.708547 3.067357, 101.708264 3.065203, 101.706242 3.069297, 101.704708 3.072216, 101.7042 3.074062, 101.704154 3.075559, 101.705008 3.076751, 101.705273 3.077845, 101.704858 3.078605, 101.704063 3.079006, 101.706897 3.082786, 101.713275 3.082523, 101.713397 3.080784, 101.713437 3.080339, 101.713761 3.079996, 101.714065 3.079692, 101.714733 3.079268, 101.711777 3.076968, 101.710785 3.076038, 101.710238 3.075067, 101.709712 3.073976, 101.709388 3.073025, 101.708922 3.07064, 101.708547 3.067357))"
128,KAMPUNG MELAYU AMPANG,89,12722,270.0,2,"POLYGON ((101.766447 3.149765, 101.765379 3.148048, 101.763856 3.148501, 101.761446 3.150357, 101.759855 3.151947, 101.758838 3.152319, 101.760374 3.1552, 101.764583 3.152818, 101.763941 3.151918, 101.765483 3.150537, 101.766447 3.149765))"
129,KAMPUNG MELAYU KEPONG,1738,246542,312.0,2,"POLYGON ((101.659491 3.217049, 101.658533 3.217036, 101.657817 3.217022, 101.655846 3.217197, 101.655995 3.21802, 101.656059 3.218966, 101.647609 3.219209, 101.647663 3.218589, 101.645422 3.218751, 101.639265 3.223296, 101.639133 3.223453, 101.638885 3.223751, 101.638879 3.223758, 101.638958 3.224252, 101.639021 3.22465, 101.639067 3.22494, 101.638732 3.228593, 101.638894 3.228945, 101.639196 3.229602, 101.639687 3.230252, 101.641135 3.23216, 101.642402 3.232267, 101.646212 3.23257, 101.646215 3.23257, 101.64627 3.232527, 101.656086 3.224698, 101.659952 3.22444, 101.662957 3.224239, 101.662781 3.219761, 101.662957 3.219448, 101.662973 3.219366, 101.662117 3.219441, 101.662117 3.220075, 101.660294 3.220223, 101.660186 3.219563, 101.659592 3.219603, 101.659491 3.217049))"
130,KAMPUNG MELOT,314,46193,97.0,5,"POLYGON ((101.715672 2.80581, 101.690671 2.805088, 101.688251 2.809609, 101.682942 2.813921, 101.682685 2.814129, 101.681372 2.815975, 101.68009 2.816936, 101.677756 2.818687, 101.674441 2.822303, 101.673773 2.822454, 101.66977 2.823358, 101.663928 2.822851, 101.665018 2.824184, 101.665284 2.824508, 101.670975 2.82818, 101.673538 2.833504, 101.675948 2.833152, 101.679413 2.838878, 101.678811 2.84144, 101.678057 2.846563, 101.678213 2.84838, 101.684594 2.844707, 101.694087 2.841392, 101.693484 2.844557, 101.692881 2.846968, 101.68821 2.848625, 101.686101 2.851488, 101.687909 2.857214, 101.690308 2.857489, 101.692735 2.858203, 101.705095 2.853798, 101.708977 2.853654, 101.709905 2.854796, 101.711547 2.853797, 101.716544 2.854582, 101.720185 2.853083, 101.720539 2.849353, 101.726181 2.852543, 101.737683 2.853155, 101.738135 2.848333, 101.739642 2.841402, 101.739943 2.833416, 101.739943 2.828293, 101.741445 2.824989, 101.738667 2.822762, 101.732639 2.821889, 101.7292 2.81818, 101.722547 2.820401, 101.720147 2.817428, 101.716429 2.817279, 101.715672 2.80581))"
131,KAMPUNG PADANG BALANG,80,13748,504.0,1,"POLYGON ((101.690902 3.1975, 101.690303 3.197535, 101.690144 3.198362, 101.690955 3.198485, 101.69492 3.201428, 101.695061 3.202518, 101.695043 3.204946, 101.694585 3.206239, 101.693686 3.207084, 101.692893 3.208509, 101.692735 3.208988, 101.693475 3.213637, 101.693651 3.218234, 101.701845 3.217926, 101.7018 3.218249, 101.702537 3.21787, 101.702585 3.217685, 101.702727 3.217148, 101.702901 3.216487, 101.702934 3.216362, 101.702286 3.21585, 101.702043 3.215122, 101.702961 3.214178, 101.702907 3.211941, 101.702286 3.211247, 101.702232 3.210762, 101.701422 3.210303, 101.701017 3.208902, 101.701611 3.20847, 101.70153 3.208093, 101.700774 3.207338, 101.700504 3.206341, 101.699965 3.205451, 101.699641 3.205087, 101.700991 3.204278, 101.701555 3.203931, 101.701945 3.204061, 101.703781 3.198352, 101.704015 3.197622, 101.701501 3.197081, 101.698156 3.19878, 101.697481 3.198807, 101.691642 3.197465, 101.690902 3.1975))"
132,KAMPUNG PANDAN DALAM,330,70985,81.0,1,"POLYGON ((101.735686 3.144598, 101.737795 3.143731, 101.739088 3.145078, 101.740463 3.143263, 101.735646 3.137507, 101.735296 3.13631, 101.735272 3.136318, 101.731689 3.137647, 101.732557 3.139767, 101.732668 3.139973, 101.732985 3.140455, 101.734914 3.143056, 101.735135 3.143386, 101.735686 3.144598))"
133,KAMPUNG PANDAN LUAR,2491,426364,186.66666666666666,3,"POLYGON ((101.732957 3.127184, 101.729592 3.125372, 101.728912 3.12664, 101.728403 3.128711, 101.727849 3.128232, 101.727141 3.129057, 101.72472 3.129551, 101.724417 3.128895, 101.7241 3.128844, 101.72345 3.129794, 101.723391 3.130067, 101.722033 3.131276, 101.7197 3.132013, 101.719353 3.131877, 101.719169 3.130893, 101.71849 3.129949, 101.717545 3.130716, 101.71784 3.132514, 101.718342 3.13443, 101.730338 3.131095, 101.73111 3.1306, 101.732957 3.127184))"
134,KAMPUNG PANTAI HALT,168,30664,144.0,1,"POLYGON ((101.672456 3.115449, 101.674607 3.11537, 101.675559 3.115137, 101.675795 3.113486, 101.675825 3.112513, 101.676474 3.111275, 101.67674 3.107648, 101.676327 3.104907, 101.675648 3.10358, 101.676179 3.10299, 101.67615 3.10184, 101.676032 3.101693, 101.675175 3.098553, 101.67449 3.09825, 101.67364 3.097875, 101.671174 3.098983, 101.671367 3.099644, 101.672884 3.10526, 101.67327 3.106196, 101.674097 3.108068, 101.67451 3.109197, 101.674565 3.109637, 101.674565 3.110215, 101.674345 3.111068, 101.67327 3.113739, 101.672456 3.115449))"
135,KAMPUNG PENGHULU MAT,277,60639,99.33333333333333,3,"POLYGON ((101.676369 3.097968, 101.675178 3.097724, 101.67449 3.09825, 101.675175 3.098553, 101.676032 3.101693, 101.67615 3.10184, 101.676179 3.10299, 101.675648 3.10358, 101.676327 3.104907, 101.67674 3.107648, 101.676474 3.111275, 101.675825 3.112513, 101.675795 3.113486, 101.675559 3.115137, 101.67922 3.114813, 101.679165 3.114266, 101.678858 3.112994, 101.678579 3.11146, 101.678534 3.111217, 101.67847 3.110848, 101.678534 3.110269, 101.678714 3.10942, 101.67893 3.10779, 101.678804 3.107103, 101.678552 3.105894, 101.678046 3.103442, 101.677974 3.103099, 101.677749 3.102577, 101.677397 3.101834, 101.677099 3.101239, 101.676811 3.100456, 101.676369 3.097968))"
136,KAMPUNG SELAYANG LAMA,268,38139,82.0,2,"POLYGON ((101.665167 3.227747, 101.662841 3.229541, 101.662876 3.233517, 101.665907 3.235101, 101.663581 3.23876, 101.663616 3.240343, 101.664723 3.243647, 101.664732 3.243674, 101.665599 3.243544, 101.665594 3.24337, 101.666196 3.243251, 101.666709 3.24321, 101.66672 3.243216, 101.66691 3.243322, 101.668288 3.241151, 101.673965 3.244469, 101.673967 3.24447, 101.673186 3.238343, 101.673197 3.23359, 101.673206 3.233265, 101.673219 3.2328, 101.673099 3.232499, 101.67266 3.231627, 101.672295 3.230808, 101.672221 3.23011, 101.672159 3.228737, 101.672158 3.22872, 101.672171 3.228646, 101.672172 3.228638, 101.672391 3.22736, 101.669114 3.227149, 101.66922 3.228064, 101.669114 3.228697, 101.667016 3.227467, 101.666894 3.227395, 101.66559 3.22648, 101.665167 3.227747))"
137,KAMPUNG SUNGAI PENCHALA,4,518,60.0,1,"POLYGON ((101.627336 3.156422, 101.615404 3.156822, 101.615405 3.156847, 101.615405 3.156847, 101.615389 3.158236, 101.615397 3.159092, 101.615413 3.159166, 101.616055 3.162068, 101.617324 3.163846, 101.617104 3.165652, 101.617499 3.167159, 101.617548 3.167642, 101.617551 3.167672, 101.633913 3.166112, 101.633923 3.166111, 101.641105 3.165735, 101.645021 3.165531, 101.645452 3.158808, 101.631936 3.159071, 101.631936 3.156346, 101.627339 3.156441, 101.627336 3.156422))"
138,KAMPUNG TUNKU UTARA,2,1896,4.0,1,"POLYGON ((101.61572 3.104569, 101.615535 3.109396, 101.619421 3.106965, 101.619478 3.104616, 101.622602 3.103109, 101.622557 3.100938, 101.622048 3.096392, 101.62138 3.096377, 101.620839 3.097414, 101.620312 3.099147, 101.616288 3.104863, 101.61572 3.104569))"
139,KANCHING,10,2137,320.0,1,"POLYGON ((101.652356 3.272903, 101.652309 3.272161, 101.652043 3.271497, 101.65078 3.271696, 101.649915 3.271164, 101.647787 3.269635, 101.646457 3.270034, 101.644529 3.272294, 101.643465 3.272826, 101.642135 3.272161, 101.640406 3.271164, 101.637414 3.27143, 101.634688 3.273026, 101.631163 3.274289, 101.62857 3.27655, 101.626841 3.277149, 101.624979 3.276617, 101.623782 3.274555, 101.622918 3.27256, 101.621588 3.271497, 101.620059 3.270965, 101.618596 3.271962, 101.617199 3.273757, 101.615204 3.273491, 101.614074 3.272161, 101.612345 3.271962, 101.61035 3.272693, 101.608156 3.27276, 101.606626 3.271297, 101.605429 3.269635, 101.605163 3.268371, 101.606892 3.265911, 101.606892 3.264847, 101.607358 3.263384, 101.608488 3.26099, 101.609486 3.260126, 101.610084 3.258929, 101.610396 3.257262, 101.608866 3.257994, 101.605408 3.259723, 101.604411 3.26092, 101.602017 3.262383, 101.600222 3.262183, 101.599291 3.262649, 101.596099 3.265043, 101.594503 3.265109, 101.592907 3.263979, 101.589848 3.264311, 101.587654 3.264976, 101.586391 3.267104, 101.586058 3.269498, 101.586723 3.274219, 101.587986 3.288449, 101.58772 3.289712, 101.583332 3.292306, 101.580805 3.292505, 101.57994 3.291907, 101.578876 3.289912, 101.578743 3.288582, 101.570764 3.287385, 101.574891 3.295034, 101.575013 3.306888, 101.577415 3.306933, 101.579759 3.304589, 101.580841 3.304048, 101.582643 3.303958, 101.584987 3.30495, 101.592995 3.30521, 101.598115 3.303548, 101.601972 3.301486, 101.604432 3.30142, 101.607823 3.300489, 101.609286 3.299491, 101.610616 3.299491, 101.611547 3.298893, 101.612212 3.297031, 101.61301 3.296033, 101.61623 3.297338, 101.617731 3.297993, 101.619527 3.297962, 101.621255 3.296632, 101.625511 3.294172, 101.628038 3.293374, 101.631828 3.291113, 101.63369 3.289849, 101.635951 3.287522, 101.638411 3.286192, 101.641138 3.286192, 101.642933 3.28586, 101.643731 3.284663, 101.644662 3.283532, 101.645526 3.282269, 101.648519 3.280274, 101.650514 3.278346, 101.650713 3.276683, 101.651644 3.274888, 101.652376 3.273824, 101.652356 3.272903))"
140,KANTAN PERMAI,3711,438116,118.71428571428571,7,"POLYGON ((101.802339 3.008172, 101.800869 3.009348, 101.800263 3.009752, 101.814467 3.024562, 101.820606 3.030701, 101.82478 3.033803, 101.8266 3.03162, 101.827873 3.029254, 101.827328 3.026525, 101.825326 3.025251, 101.825508 3.024341, 101.8266 3.022704, 101.822415 3.021066, 101.821141 3.016335, 101.81823 3.014152, 101.817028 3.01289, 101.81459 3.010331, 101.809859 3.004872, 101.807729 3.002684, 101.805671 3.005624, 101.803711 3.007094, 101.802339 3.008172))"
141,KAWASAN UNIVERSITI,91,14934,191.33333333333334,3,"POLYGON ((101.643887 3.118594, 101.643814 3.118594, 101.643829 3.119242, 101.643829 3.119242, 101.644366 3.12055, 101.648403 3.125112, 101.648971 3.12613, 101.649746 3.125628, 101.650408 3.126674, 101.651786 3.125848, 101.655398 3.124884, 101.657162 3.124444, 101.656997 3.118498, 101.654957 3.11858, 101.65504 3.116874, 101.658761 3.116736, 101.659616 3.115717, 101.658563 3.113127, 101.655276 3.111054, 101.653945 3.110229, 101.65302 3.11002, 101.652603 3.109895, 101.652222 3.111021, 101.65029 3.116735, 101.65029 3.116735, 101.649563 3.117458, 101.648855 3.118162, 101.648855 3.118162, 101.64814 3.118337, 101.64719 3.118415, 101.645011 3.118594, 101.643887 3.118594))"
142,KAWASAN UPM,2,586,4.0,1,"POLYGON ((101.706933 2.983333, 101.681123 2.982382, 101.681386 2.99626, 101.683697 2.998198, 101.683665 2.994431, 101.692731 3.001355, 101.697228 3.001641, 101.705651 3.009279, 101.705651 3.009854, 101.705651 3.012535, 101.705662 3.016696, 101.70566 3.018361, 101.706857 3.018262, 101.708606 3.016652, 101.709524 3.015361, 101.710162 3.013946, 101.70997 3.011597, 101.709887 3.009707, 101.709487 2.998634, 101.711662 2.999095, 101.713302 2.999832, 101.715054 3.000956, 101.716289 3.000698, 101.716971 3.001159, 101.717247 3.001694, 101.718469 3.001905, 101.71852 3.001914, 101.718602 3.000548, 101.719033 2.993313, 101.71931 2.988674, 101.7189 2.984096, 101.713088 2.983741, 101.707157 2.983347, 101.706933 2.983333, 101.706933 2.983333))"
143,KELAB GOLF SELANGOR,58,12084,504.0,1,"POLYGON ((101.733963 3.144611, 101.729414 3.14424, 101.728491 3.143978, 101.725706 3.137289, 101.719789 3.138831, 101.720409 3.141101, 101.720659 3.141641, 101.72097 3.14231, 101.7228 3.148213, 101.722796 3.148745, 101.722771 3.151471, 101.725679 3.151493, 101.72612 3.151631, 101.726423 3.151741, 101.727002 3.151769, 101.728739 3.152539, 101.729263 3.152815, 101.732295 3.153833, 101.733178 3.153668, 101.733481 3.154714, 101.734198 3.154797, 101.734749 3.154466, 101.736569 3.155155, 101.736899 3.154411, 101.736265 3.151603, 101.7361 3.149924, 101.735907 3.148878, 101.735714 3.14775, 101.735714 3.146951, 101.735576 3.146456, 101.735438 3.146208, 101.735163 3.145602, 101.733963 3.144611))"
144,KEM TENTERA,174,16586,90.0,2,"POLYGON ((101.730599 3.038147, 101.730616 3.037229, 101.73064 3.035241, 101.729356 3.036517, 101.724357 3.032939, 101.72288 3.032992, 101.722135 3.033077, 101.72194 3.036267, 101.723286 3.037442, 101.72355 3.037672, 101.721274 3.040068, 101.719822 3.047285, 101.716652 3.047646, 101.714823 3.051511, 101.714826 3.051545, 101.714991 3.05378, 101.715001 3.053905, 101.714014 3.057349, 101.714824 3.05842, 101.716059 3.059431, 101.716606 3.061069, 101.715776 3.063252, 101.717719 3.068064, 101.720848 3.072244, 101.720969 3.07649, 101.723277 3.08017, 101.727646 3.081504, 101.729503 3.081909, 101.729686 3.077552, 101.729291 3.077501, 101.728319 3.077198, 101.727995 3.07418, 101.728542 3.074059, 101.731761 3.068272, 101.733198 3.067887, 101.733644 3.064117, 101.732409 3.061691, 101.73253 3.060781, 101.738928 3.060255, 101.739082 3.054556, 101.739128 3.054556, 101.73913 3.054498, 101.730286 3.054403, 101.730538 3.040775, 101.730599 3.038147, 101.730599 3.038147))"
145,KEMENSAH,5,780,60.0,1,"POLYGON ((101.755462 3.206279, 101.75593 3.206688, 101.758175 3.20898, 101.760245 3.208552, 101.766456 3.214691, 101.76774 3.214477, 101.768668 3.216689, 101.768954 3.218474, 101.771952 3.225255, 101.782089 3.239604, 101.795009 3.257093, 101.809 3.277294, 101.810859 3.279656, 101.812683 3.281677, 101.815125 3.284119, 101.818726 3.285095, 101.820679 3.286072, 101.822327 3.287476, 101.823486 3.288879, 101.824934 3.291582, 101.825317 3.292297, 101.82428 3.294495, 101.826152 3.29374, 101.82915 3.292313, 101.831111 3.290659, 101.835329 3.288954, 101.838377 3.286949, 101.840722 3.286477, 101.843629 3.287146, 101.849122 3.2855, 101.852426 3.279537, 101.853189 3.276141, 101.853379 3.275296, 101.851316 3.272764, 101.848926 3.271685, 101.844176 3.272057, 101.843068 3.26823, 101.840854 3.264756, 101.84027 3.264231, 101.836666 3.262428, 101.834221 3.260637, 101.831477 3.258736, 101.830826 3.25678, 101.831306 3.254618, 101.831486 3.253439, 101.830143 3.251365, 101.830399 3.249477, 101.828243 3.246113, 101.826663 3.24357, 101.825346 3.242483, 101.823982 3.240032, 101.822949 3.237731, 101.821577 3.234944, 101.818647 3.232729, 101.817217 3.229834, 101.816632 3.229013, 101.817063 3.226963, 101.816875 3.226864, 101.816365 3.226596, 101.815324 3.226007, 101.810984 3.224065, 101.80838 3.222381, 101.806815 3.221096, 101.805564 3.22048, 101.80334 3.219386, 101.799583 3.215349, 101.795227 3.213616, 101.787267 3.204968, 101.786485 3.203164, 101.78634 3.201864, 101.784135 3.204433, 101.779971 3.213237, 101.776104 3.212047, 101.775807 3.210917, 101.773368 3.210203, 101.772476 3.20622, 101.773665 3.205982, 101.774736 3.20372, 101.774617 3.202591, 101.770572 3.203067, 101.770631 3.204911, 101.765159 3.205506, 101.764088 3.206101, 101.76266 3.206696, 101.75808 3.204316, 101.755462 3.206279))"
